Time,Value,State,Quality,Reason,Status,Suppression Type
2025-10-25 23:43:25.007,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:42:55.814,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:42:40.449,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:42:40.229,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:42:11.014,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:41:53.946,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:41:53.476,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:41:32.475,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:41:08.916,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:41:08.436,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:40:38.907,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:40:24.773,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:40:24.537,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:39:56.638,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:39:42.547,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:39:42.297,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:39:15.499,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:38:55.182,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:38:54.937,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:38:33.232,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:38:08.905,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:38:08.426,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:37:53.660,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:37:25.574,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:37:25.355,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:37:03.620,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:36:38.836,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:36:38.345,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:36:10.077,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:35:53.866,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:35:53.387,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:35:30.188,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:35:08.906,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:35:08.348,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:34:49.230,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:34:23.866,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:34:23.386,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:34:04.420,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:33:38.853,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:33:38.352,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:33:08.838,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:32:54.224,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:32:53.992,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:32:26.058,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:32:11.967,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:32:11.738,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:31:44.938,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:31:24.607,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:31:24.375,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:30:53.797,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:30:43.470,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:30:43.416,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:30:08.826,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:29:58.677,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:29:58.662,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:29:23.876,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:29:16.438,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:29:16.375,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:28:38.826,.53 In.,High High,Good,Timed Report,,
