Time,Value,State,Quality,Reason,Status,Suppression Type
2025-12-13 16:37:48.073,-.34 In.,Low Low,Good,Value Change,,
2025-12-13 16:07:46.973,-.29 In.,Low Low,Good,Value Change,,
2025-12-13 15:37:45.967,-.23 In.,Low Low,Good,Value Change,,
2025-12-13 15:07:44.858,-.24 In.,Low Low,Good,Value Change,,
2025-12-13 14:37:43.753,-.20 In.,Low Low,Good,Value Change,,
2025-12-13 14:07:42.746,-.18 In.,Low Low,Good,Value Change,,
2025-12-13 13:37:41.638,-.17 In.,Low Low,Good,Value Change,,
2025-12-13 13:07:40.529,-.15 In.,Low Low,Good,Value Change,,
2025-12-13 12:37:39.423,-.12 In.,Low Low,Good,Value Change,,
2025-12-13 12:07:38.415,-.09 In.,Low Low,Good,Value Change,,
2025-12-13 11:37:37.307,.01 In.,Normal,Good,Value Change,,
2025-12-13 11:07:36.199,.19 In.,Normal,Good,Value Change,,
2025-12-13 10:37:35.193,.52 In.,Normal,Good,Value Change,,
2025-12-13 10:07:38.106,.72 In.,Normal,Good,Value Change,,
2025-12-13 09:37:36.997,.67 In.,Normal,Good,Value Change,,
2025-12-13 09:07:35.891,.61 In.,Normal,Good,Value Change,,
2025-12-13 08:37:34.883,.56 In.,Normal,Good,Value Change,,
2025-12-13 08:07:33.775,.49 In.,Normal,Good,Value Change,,
2025-12-13 07:37:32.670,.44 In.,Normal,Good,Value Change,,
2025-12-13 07:07:31.663,.37 In.,Normal,Good,Value Change,,
2025-12-13 06:37:30.555,.33 In.,Normal,Good,Value Change,,
2025-12-13 06:07:29.446,.30 In.,Normal,Good,Value Change,,
2025-12-13 05:37:28.436,.26 In.,Normal,Good,Value Change,,
2025-12-13 05:07:27.326,.24 In.,Normal,Good,Value Change,,
2025-12-13 04:37:26.216,.21 In.,Normal,Good,Value Change,,
2025-12-13 04:07:25.114,.19 In.,Normal,Good,Value Change,,
2025-12-13 03:37:24.105,.16 In.,Normal,Good,Value Change,,
2025-12-13 03:07:22.997,.12 In.,Normal,Good,Value Change,,
2025-12-13 02:37:21.892,.08 In.,Normal,Good,Value Change,,
2025-12-13 02:07:20.884,.05 In.,Normal,Good,Value Change,,
